"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29"
"9330053.01",6548.00,0.60,6508.00,2641.00,2494.70,2.62,2490.00,330.00,2160.00,6.00,2485.00,1575.00,910.00,0.00,2485.00,5685.00,1390.00,185.00,950.00,2840.00,1565.00,1280.00,61.70,2.70,5640.00,5640.00,5475.00,29152.00,41.60
"9330053.02",3508.00,9.00,3217.00,1515.00,4393.80,0.80,1365.00,140.00,1225.00,5.90,1370.00,875.00,490.00,0.00,1370.00,2945.00,880.00,90.00,565.00,1720.00,835.00,390.00,69.10,2.50,2990.00,2990.00,2900.00,33920.00,41.40
"9330054.01",4066.00,4.30,3900.00,1739.00,6939.80,0.59,1655.00,35.00,1625.00,5.70,1660.00,955.00,700.00,0.00,1655.00,3600.00,1395.00,45.00,520.00,2190.00,885.00,525.00,67.20,2.50,3465.00,3470.00,3385.00,35802.00,40.90
"9330054.02",4476.00,3.50,4326.00,1686.00,5644.40,0.79,1535.00,40.00,1495.00,6.50,1535.00,1060.00,475.00,0.00,1535.00,3685.00,850.00,105.00,420.00,1575.00,1230.00,880.00,58.90,2.80,3820.00,3820.00,3705.00,29579.00,42.30
"9330055.01",5407.00,5.40,5131.00,2750.00,6720.10,0.80,2620.00,560.00,2060.00,4.20,2620.00,1045.00,1575.00,0.00,2620.00,4655.00,1340.00,185.00,740.00,2530.00,1340.00,790.00,70.40,2.10,4805.00,4805.00,4695.00,30121.00,40.20
"9330055.02",4381.00,1.80,4302.00,2550.00,6715.20,0.65,2470.00,905.00,1565.00,4.00,2475.00,980.00,1490.00,0.00,2475.00,4090.00,1290.00,125.00,735.00,2415.00,1040.00,635.00,68.70,1.80,3900.00,3900.00,3830.00,32410.00,42.10
"9330056.01",4142.00,9.20,3793.00,2511.00,3671.30,1.13,2360.00,495.00,1865.00,3.40,2360.00,490.00,1865.00,0.00,2365.00,3630.00,1170.00,195.00,710.00,2310.00,755.00,565.00,66.00,1.70,3675.00,3675.00,3600.00,27392.00,39.50
"9330056.02",4545.00,9.50,4151.00,2441.00,6814.10,0.67,2290.00,460.00,1830.00,4.20,2290.00,760.00,1530.00,0.00,2290.00,3895.00,1740.00,110.00,635.00,2635.00,860.00,400.00,76.40,2.00,3945.00,3945.00,3880.00,36043.00,38.30
"9330057.01",3082.00,-3.30,3188.00,1665.00,13342.00,0.23,1485.00,580.00,900.00,3.10,1485.00,220.00,1270.00,0.00,1485.00,2310.00,475.00,95.00,310.00,1010.00,550.00,760.00,45.00,1.80,2285.00,2290.00,2225.00,17496.00,48.10
"9330057.02",4980.00,-2.10,5086.00,2467.00,3062.90,1.63,2225.00,505.00,1725.00,4.00,2225.00,685.00,1545.00,0.00,2230.00,3920.00,1095.00,95.00,530.00,1890.00,1025.00,1005.00,54.70,2.00,3920.00,3920.00,3800.00,21061.00,45.10
"9330058.00",4203.00,10.80,3792.00,2292.00,3709.30,1.13,2075.00,230.00,1850.00,2.40,2080.00,175.00,1905.00,0.00,2080.00,2485.00,425.00,65.00,395.00,1145.00,670.00,670.00,35.20,1.30,2510.00,2510.00,2480.00,15381.00,50.10
"9330059.06",7695.00,18.50,6496.00,4982.00,12567.40,0.61,4375.00,2145.00,2230.00,2.50,4375.00,1020.00,3360.00,0.00,4375.00,5570.00,1850.00,200.00,1015.00,3500.00,1360.00,710.00,60.10,1.30,5570.00,5575.00,5535.00,23115.00,45.40
"9330059.07",4896.00,3.20,4745.00,3059.00,18823.50,0.26,2690.00,2585.00,105.00,4.20,2695.00,1725.00,965.00,0.00,2695.00,4545.00,2620.00,200.00,650.00,3590.00,800.00,150.00,61.20,1.80,4480.00,4480.00,4380.00,53110.00,45.80
"9330059.08",6976.00,1.90,6843.00,3840.00,20214.40,0.35,3445.00,3055.00,390.00,4.20,3450.00,1910.00,1540.00,0.00,3450.00,6030.00,3435.00,185.00,820.00,4665.00,1060.00,310.00,65.10,2.00,6030.00,6030.00,5845.00,47701.00,43.80
"9330059.09",6911.00,40.20,4929.00,4861.00,34624.20,0.20,4485.00,3490.00,995.00,2.80,4485.00,1545.00,2940.00,0.00,4485.00,6270.00,2950.00,305.00,1150.00,4715.00,1250.00,300.00,73.80,1.50,6335.00,6335.00,6230.00,40817.00,38.60
"9330059.1",6298.00,21.50,5182.00,4309.00,31632.30,0.20,3925.00,3360.00,560.00,3.20,3925.00,1650.00,2275.00,0.00,3925.00,5755.00,2990.00,205.00,960.00,4395.00,1055.00,315.00,73.90,1.50,5760.00,5755.00,5645.00,41842.00,38.80
"9330059.11",7163.00,13.90,6291.00,5202.00,9296.60,0.77,4255.00,4000.00,255.00,3.30,4255.00,1630.00,2625.00,0.00,4255.00,6545.00,3830.00,285.00,920.00,5250.00,1135.00,160.00,72.40,1.60,6545.00,6545.00,6390.00,42581.00,37.30
"9330059.13",4753.00,12.30,4234.00,2960.00,14899.70,0.32,2560.00,2490.00,75.00,3.50,2560.00,1095.00,1465.00,0.00,2560.00,4325.00,2300.00,220.00,670.00,3365.00,855.00,110.00,74.00,1.80,4320.00,4320.00,4250.00,42581.00,35.50
"9330059.14",8833.00,6.70,8279.00,5328.00,14953.40,0.59,4895.00,4720.00,180.00,3.70,4900.00,2370.00,2530.00,0.00,4900.00,8005.00,4520.00,285.00,1285.00,6365.00,1355.00,285.00,75.20,1.80,8000.00,8005.00,7795.00,47376.00,37.80
"9330060.01",3124.00,2.80,3039.00,2174.00,21065.40,0.15,2050.00,620.00,1425.00,3.10,2050.00,410.00,1640.00,0.00,2050.00,2955.00,1310.00,150.00,590.00,2200.00,645.00,110.00,75.90,1.50,3025.00,3025.00,2980.00,37541.00,41.90
"9330060.02",5986.00,6.70,5612.00,4109.00,25846.30,0.23,3995.00,1230.00,2770.00,3.10,3995.00,860.00,3140.00,0.00,4000.00,5830.00,2570.00,265.00,1060.00,4200.00,1290.00,335.00,71.70,1.50,5760.00,5760.00,5660.00,35277.00,42.50
"9330061.00",5111.00,6.00,4821.00,3659.00,24119.90,0.21,3510.00,670.00,2840.00,3.00,3510.00,475.00,3035.00,0.00,3510.00,4975.00,2280.00,230.00,940.00,3680.00,1115.00,180.00,72.60,1.50,4940.00,4940.00,4850.00,37786.00,42.30
