"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29"
"4210360.02",7132.00,2.40,6963.00,2615.00,2065.70,3.45,2595.00,75.00,2525.00,7.00,2600.00,2350.00,250.00,0.00,2595.00,5635.00,1125.00,155.00,1465.00,3875.00,1110.00,655.00,72.20,2.70,5675.00,5670.00,5530.00,43771.00,37.50
"4210370.00",7801.00,6.50,7327.00,3031.00,126.20,61.79,2845.00,95.00,2750.00,7.90,2845.00,2655.00,195.00,0.00,2845.00,6005.00,2270.00,240.00,1450.00,4595.00,930.00,475.00,72.90,2.70,6005.00,6000.00,5820.00,54225.00,37.80
"4210500.00",7587.00,17.40,6465.00,2868.00,371.00,20.45,2815.00,420.00,2395.00,7.00,2815.00,2525.00,290.00,0.00,2815.00,5805.00,1580.00,185.00,1320.00,4075.00,1140.00,590.00,71.50,2.60,5800.00,5800.00,5685.00,47908.00,38.40
"4210510.00",3695.00,1.70,3634.00,1625.00,68.90,53.63,1550.00,100.00,1445.00,6.50,1550.00,1335.00,220.00,0.00,1550.00,3000.00,450.00,70.00,690.00,1970.00,635.00,395.00,70.00,2.40,3000.00,3005.00,2960.00,41531.00,41.00
"4210520.00",7348.00,29.00,5696.00,3007.00,67.50,108.79,2815.00,85.00,2735.00,6.50,2815.00,2580.00,230.00,0.00,2815.00,5385.00,835.00,135.00,1220.00,3765.00,1020.00,605.00,76.00,2.60,5390.00,5390.00,5300.00,44064.00,33.50
"4210530.00",4126.00,7.60,3834.00,1905.00,18.00,229.55,1780.00,30.00,1745.00,6.30,1780.00,1580.00,200.00,0.00,1780.00,3265.00,385.00,100.00,690.00,2020.00,695.00,555.00,61.20,2.20,3265.00,3265.00,3210.00,36603.00,42.90
"4210540.00",7082.00,5.50,6711.00,3703.00,36.70,192.85,3040.00,55.00,2985.00,6.90,3040.00,2495.00,545.00,0.00,3040.00,5990.00,1335.00,310.00,1170.00,3890.00,1190.00,915.00,58.40,2.30,5990.00,5995.00,5900.00,38400.00,47.10
"4210600.03",2294.00,1.10,2269.00,968.00,36.00,63.77,950.00,0.00,950.00,6.90,950.00,790.00,160.00,0.00,955.00,1940.00,350.00,40.00,365.00,1240.00,385.00,320.00,66.80,2.40,1905.00,1910.00,1860.00,38363.00,43.00
"4210600.04",7421.00,-2.50,7614.00,2789.00,444.50,16.70,2760.00,260.00,2495.00,7.10,2755.00,2300.00,460.00,0.00,2755.00,5775.00,1720.00,245.00,1515.00,4280.00,970.00,520.00,70.10,2.60,5805.00,5805.00,5645.00,46834.00,39.40
"4210600.05",3775.00,28.40,2939.00,1886.00,1041.40,3.63,1480.00,550.00,935.00,6.90,1485.00,1340.00,145.00,0.00,1485.00,3080.00,1285.00,145.00,595.00,2305.00,550.00,225.00,65.20,2.40,3150.00,3155.00,3065.00,52992.00,44.40
